Product{id=1, name='Leche', price=2.41, quantity=28, daysToExpire=17}
Product{id=357, name='Galletas de Avellana', price=1.55, quantity=21, daysToExpire=12}
Product{id=358, name='Galletas de Macadamia', price=2.34, quantity=46, daysToExpire=17}
Product{id=359, name='Galletas de Nueces', price=2.23, quantity=38, daysToExpire=4}
Product{id=360, name='Galletas de Semillas de Girasol', price=1.19, quantity=38, daysToExpire=9}
Product{id=361, name='Galletas de Semillas de Calabaza', price=1.0, quantity=26, daysToExpire=13}
Product{id=362, name='Galletas de Semillas de Chía', price=0.98, quantity=29, daysToExpire=10}
Product{id=363, name='Galletas de Semillas de Sésamo', price=0.96, quantity=37, daysToExpire=4}
Product{id=364, name='Galletas de Semillas de Lino', price=2.13, quantity=40, daysToExpire=14}
Product{id=365, name='Galletas de Semillas de Cáñamo', price=2.47, quantity=19, daysToExpire=5}
Product{id=366, name='Brownies', price=2.18, quantity=32, daysToExpire=11}
Product{id=367, name='Magdalenas', price=1.06, quantity=24, daysToExpire=3}
Product{id=368, name='Muffins', price=1.74, quantity=28, daysToExpire=13}
Product{id=369, name='Bizcochos', price=1.05, quantity=18, daysToExpire=5}
Product{id=370, name='Pasteles', price=1.39, quantity=26, daysToExpire=5}
Product{id=371, name='Tartas', price=2.1, quantity=40, daysToExpire=4}
Product{id=372, name='Soufflés', price=2.31, quantity=33, daysToExpire=13}
Product{id=373, name='Flam', price=1.61, quantity=46, daysToExpire=10}
Product{id=374, name='Natillas', price=0.95, quantity=34, daysToExpire=4}
Product{id=375, name='Pudines', price=1.43, quantity=32, daysToExpire=7}
Product{id=376, name='Gofres', price=0.9, quantity=33, daysToExpire=17}
Product{id=377, name='Crepes', price=1.47, quantity=43, daysToExpire=18}
Product{id=378, name='Donuts', price=2.26, quantity=37, daysToExpire=13}
Product{id=379, name='Rosquillas', price=1.52, quantity=36, daysToExpire=11}
Product{id=380, name='Croissants', price=2.01, quantity=20, daysToExpire=20}
Product{id=381, name='Empanadas', price=2.35, quantity=22, daysToExpire=5}
Product{id=382, name='Empanadillas', price=1.73, quantity=37, daysToExpire=12}
Product{id=383, name='Tostadas', price=1.33, quantity=41, daysToExpire=19}
Product{id=384, name='Sandwiches', price=2.38, quantity=46, daysToExpire=19}
Product{id=385, name='Bocadillos', price=0.91, quantity=39, daysToExpire=12}
Product{id=386, name='Hamburguesas', price=1.86, quantity=37, daysToExpire=8}
Product{id=387, name='Perritos Calientes', price=1.9, quantity=23, daysToExpire=3}
Product{id=388, name='Pizzas', price=1.45, quantity=39, daysToExpire=20}
Product{id=389, name='Emparedados', price=1.81, quantity=29, daysToExpire=15}
Product{id=390, name='Burritos', price=1.31, quantity=27, daysToExpire=17}
Product{id=391, name='Tacos', price=1.01, quantity=27, daysToExpire=14}
